"year","orig_msa","dest_msa","period","mode","purpose","nautos","trips"
2035,1,2,"MD","SR","Other",4,570
2035,1,2,"MD","SR","Work",0,62
2035,1,2,"MD","SR","Work",1,143
2035,1,2,"MD","SR","Work",2,387
2035,1,2,"MD","SR","Work",3,254
2035,1,2,"MD","SR","Work",4,161
2035,1,2,"MD","TRN","Other",0,96
2035,1,2,"MD","TRN","Other",1,131
2035,1,2,"MD","TRN","Other",2,225
2035,1,2,"MD","TRN","Other",3,104
2035,1,2,"MD","TRN","Other",4,102
2035,1,2,"MD","TRN","Work",0,207
2035,1,2,"MD","TRN","Work",1,176
2035,1,2,"MD","TRN","Work",2,206
2035,1,2,"MD","TRN","Work",3,92
2035,1,2,"MD","TRN","Work",4,53
2035,1,2,"NT","DA","Other",0,13
2035,1,2,"NT","DA","Other",1,157
2035,1,2,"NT","DA","Other",2,372
2035,1,2,"NT","DA","Other",3,195
2035,1,2,"NT","DA","Other",4,151
2035,1,2,"NT","DA","Work",0,25
2035,1,2,"NT","DA","Work",1,677
2035,1,2,"NT","DA","Work",2,2090
2035,1,2,"NT","DA","Work",3,1082
2035,1,2,"NT","DA","Work",4,675
2035,1,2,"NT","NM","Work",0,2
2035,1,2,"NT","NM","Work",1,3
2035,1,2,"NT","NM","Work",2,4
2035,1,2,"NT","SR","Other",0,45
2035,1,2,"NT","SR","Other",1,238
2035,1,2,"NT","SR","Other",2,466
2035,1,2,"NT","SR","Other",3,253
2035,1,2,"NT","SR","Other",4,225
2035,1,2,"NT","SR","Work",0,65
2035,1,2,"NT","SR","Work",1,133
2035,1,2,"NT","SR","Work",2,409
2035,1,2,"NT","SR","Work",3,271
2035,1,2,"NT","SR","Work",4,212
2035,1,2,"NT","TRN","Other",0,43
2035,1,2,"NT","TRN","Other",1,115
2035,1,2,"NT","TRN","Other",2,209
2035,1,2,"NT","TRN","Other",3,99
2035,1,2,"NT","TRN","Other",4,104
2035,1,2,"NT","TRN","Work",0,153
2035,1,2,"NT","TRN","Work",1,161
2035,1,2,"NT","TRN","Work",2,257
2035,1,2,"NT","TRN","Work",3,96
2035,1,2,"NT","TRN","Work",4,91
2035,1,2,"PM","DA","Other",0,26
2035,1,2,"PM","DA","Other",1,228
2035,1,2,"PM","DA","Other",2,565
2035,1,2,"PM","DA","Other",3,303
2035,1,2,"PM","DA","Other",4,177
2035,1,2,"PM","DA","Work",0,92
2035,1,2,"PM","DA","Work",1,2026
2035,1,2,"PM","DA","Work",2,6099
2035,1,2,"PM","DA","Work",3,3087
2035,1,2,"PM","DA","Work",4,1907
2035,1,2,"PM","NM","Other",1,1
2035,1,2,"PM","NM","Work",0,2
2035,1,2,"PM","NM","Work",1,10
2035,1,2,"PM","NM","Work",2,10
2035,1,2,"PM","NM","Work",3,1
2035,1,2,"PM","NM","Work",4,2
2035,1,2,"PM","SR","Other",0,58
2035,1,2,"PM","SR","Other",1,466
2035,1,2,"PM","SR","Other",2,748
2035,1,2,"PM","SR","Other",3,369
2035,1,2,"PM","SR","Other",4,325
2035,1,2,"PM","SR","Work",0,165
2035,1,2,"PM","SR","Work",1,373
2035,1,2,"PM","SR","Work",2,1160
2035,1,2,"PM","SR","Work",3,718
2035,1,2,"PM","SR","Work",4,589
2035,1,2,"PM","TRN","Other",0,68
2035,1,2,"PM","TRN","Other",1,134
2035,1,2,"PM","TRN","Other",2,197
2035,1,2,"PM","TRN","Other",3,112
2035,1,2,"PM","TRN","Other",4,106
2035,1,2,"PM","TRN","Work",0,562
2035,1,2,"PM","TRN","Work",1,568
2035,1,2,"PM","TRN","Work",2,780
2035,1,2,"PM","TRN","Work",3,344
2035,1,2,"PM","TRN","Work",4,216
2035,1,3,"AM","DA","Other",0,95
2035,1,3,"AM","DA","Other",1,999
2035,1,3,"AM","DA","Other",2,2540
2035,1,3,"AM","DA","Other",3,1034
2035,1,3,"AM","DA","Other",4,539
2035,1,3,"AM","DA","Work",0,96
2035,1,3,"AM","DA","Work",1,2170
2035,1,3,"AM","DA","Work",2,5065
2035,1,3,"AM","DA","Work",3,2137
2035,1,3,"AM","DA","Work",4,847
2035,1,3,"AM","NM","Other",0,18
2035,1,3,"AM","NM","Other",1,34
2035,1,3,"AM","NM","Other",2,71
2035,1,3,"AM","NM","Other",3,23
2035,1,3,"AM","NM","Other",4,13
2035,1,3,"AM","NM","Work",0,6
2035,1,3,"AM","NM","Work",1,22
2035,1,3,"AM","NM","Work",2,18
2035,1,3,"AM","NM","Work",3,6
2035,1,3,"AM","NM","Work",4,3
2035,1,3,"AM","SR","Other",0,167
2035,1,3,"AM","SR","Other",1,1518
2035,1,3,"AM","SR","Other",2,3083
2035,1,3,"AM","SR","Other",3,1413
2035,1,3,"AM","SR","Other",4,1024
2035,1,3,"AM","SR","Work",0,67
2035,1,3,"AM","SR","Work",1,166
2035,1,3,"AM","SR","Work",2,559
2035,1,3,"AM","SR","Work",3,329
2035,1,3,"AM","SR","Work",4,191
2035,1,3,"AM","TRN","Other",0,41
2035,1,3,"AM","TRN","Other",1,28
2035,1,3,"AM","TRN","Other",2,47
2035,1,3,"AM","TRN","Other",3,19
2035,1,3,"AM","TRN","Other",4,14
2035,1,3,"AM","TRN","Work",0,180
2035,1,3,"AM","TRN","Work",1,166
2035,1,3,"AM","TRN","Work",2,165
2035,1,3,"AM","TRN","Work",3,56
2035,1,3,"AM","TRN","Work",4,25
2035,1,3,"EA","DA","Other",0,2
2035,1,3,"EA","DA","Other",1,33
2035,1,3,"EA","DA","Other",2,89
2035,1,3,"EA","DA","Other",3,40
2035,1,3,"EA","DA","Other",4,12
2035,1,3,"EA","DA","Work",0,32
2035,1,3,"EA","DA","Work",1,502
2035,1,3,"EA","DA","Work",2,1072
2035,1,3,"EA","DA","Work",3,480
2035,1,3,"EA","DA","Work",4,223
2035,1,3,"EA","NM","Other",1,2
2035,1,3,"EA","NM","Other",2,3
2035,1,3,"EA","NM","Work",0,3
2035,1,3,"EA","NM","Work",1,5
2035,1,3,"EA","NM","Work",2,4
2035,1,3,"EA","NM","Work",3,2
2035,1,3,"EA","SR","Other",0,3
2035,1,3,"EA","SR","Other",1,36
2035,1,3,"EA","SR","Other",2,59
2035,1,3,"EA","SR","Other",3,44
2035,1,3,"EA","SR","Other",4,26
2035,1,3,"EA","SR","Work",0,21
2035,1,3,"EA","SR","Work",1,54
2035,1,3,"EA","SR","Work",2,128
2035,1,3,"EA","SR","Work",3,64
2035,1,3,"EA","SR","Work",4,42
2035,1,3,"EA","TRN","Other",1,1
2035,1,3,"EA","TRN","Other",2,3
2035,1,3,"EA","TRN","Other",4,1
2035,1,3,"EA","TRN","Work",0,54
2035,1,3,"EA","TRN","Work",1,55
2035,1,3,"EA","TRN","Work",2,46
2035,1,3,"EA","TRN","Work",3,11
2035,1,3,"EA","TRN","Work",4,9
2035,1,3,"MD","DA","Other",0,264
2035,1,3,"MD","DA","Other",1,3655
2035,1,3,"MD","DA","Other",2,9385
2035,1,3,"MD","DA","Other",3,3726
2035,1,3,"MD","DA","Other",4,1756
2035,1,3,"MD","DA","Work",0,132
2035,1,3,"MD","DA","Work",1,2720
2035,1,3,"MD","DA","Work",2,6841
2035,1,3,"MD","DA","Work",3,3109
2035,1,3,"MD","DA","Work",4,1427
2035,1,3,"MD","NM","Other",0,107
2035,1,3,"MD","NM","Other",1,149
2035,1,3,"MD","NM","Other",2,224
2035,1,3,"MD","NM","Other",3,66
2035,1,3,"MD","NM","Other",4,24
2035,1,3,"MD","NM","Work",0,7
2035,1,3,"MD","NM","Work",1,13
2035,1,3,"MD","NM","Work",2,20
2035,1,3,"MD","NM","Work",3,2
2035,1,3,"MD","NM","Work",4,3
2035,1,3,"MD","SR","Other",0,481
2035,1,3,"MD","SR","Other",1,3528
2035,1,3,"MD","SR","Other",2,6865
2035,1,3,"MD","SR","Other",3,3261
2035,1,3,"MD","SR","Other",4,2192
2035,1,3,"MD","SR","Work",0,92
2035,1,3,"MD","SR","Work",1,283
2035,1,3,"MD","SR","Work",2,788
2035,1,3,"MD","SR","Work",3,474
2035,1,3,"MD","SR","Work",4,285
2035,1,3,"MD","TRN","Other",0,185
2035,1,3,"MD","TRN","Other",1,161
2035,1,3,"MD","TRN","Other",2,248
2035,1,3,"MD","TRN","Other",3,109
2035,1,3,"MD","TRN","Other",4,69
2035,1,3,"MD","TRN","Work",0,210
2035,1,3,"MD","TRN","Work",1,236
2035,1,3,"MD","TRN","Work",2,245
2035,1,3,"MD","TRN","Work",3,77
2035,1,3,"MD","TRN","Work",4,36
2035,1,3,"NT","DA","Other",0,41
2035,1,3,"NT","DA","Other",1,1000
2035,1,3,"NT","DA","Other",2,2840
2035,1,3,"NT","DA","Other",3,1176
2035,1,3,"NT","DA","Other",4,562
2035,1,3,"NT","DA","Work",0,55
2035,1,3,"NT","DA","Work",1,1765
2035,1,3,"NT","DA","Work",2,5063
2035,1,3,"NT","DA","Work",3,2470
2035,1,3,"NT","DA","Work",4,1240
2035,1,3,"NT","NM","Other",0,18
2035,1,3,"NT","NM","Other",1,39
2035,1,3,"NT","NM","Other",2,58
2035,1,3,"NT","NM","Other",3,23
2035,1,3,"NT","NM","Other",4,9
2035,1,3,"NT","NM","Work",0,5
2035,1,3,"NT","NM","Work",1,7
2035,1,3,"NT","NM","Work",2,13
2035,1,3,"NT","NM","Work",3,2
2035,1,3,"NT","NM","Work",4,1
2035,1,3,"NT","SR","Other",0,126
2035,1,3,"NT","SR","Other",1,1074
2035,1,3,"NT","SR","Other",2,2418
2035,1,3,"NT","SR","Other",3,1223
2035,1,3,"NT","SR","Other",4,771
2035,1,3,"NT","SR","Work",0,75
2035,1,3,"NT","SR","Work",1,213
2035,1,3,"NT","SR","Work",2,728
2035,1,3,"NT","SR","Work",3,442
2035,1,3,"NT","SR","Work",4,308
2035,1,3,"NT","TRN","Other",0,83
2035,1,3,"NT","TRN","Other",1,98
2035,1,3,"NT","TRN","Other",2,141
2035,1,3,"NT","TRN","Other",3,53
2035,1,3,"NT","TRN","Other",4,42
2035,1,3,"NT","TRN","Work",0,145
2035,1,3,"NT","TRN","Work",1,158
2035,1,3,"NT","TRN","Work",2,247
2035,1,3,"NT","TRN","Work",3,72
2035,1,3,"NT","TRN","Work",4,42
2035,1,3,"PM","DA","Other",0,79
2035,1,3,"PM","DA","Other",1,1461
2035,1,3,"PM","DA","Other",2,4035
2035,1,3,"PM","DA","Other",3,1622
2035,1,3,"PM","DA","Other",4,801
2035,1,3,"PM","DA","Work",0,175
2035,1,3,"PM","DA","Work",1,5114
2035,1,3,"PM","DA","Work",2,14784
2035,1,3,"PM","DA","Work",3,6785
2035,1,3,"PM","DA","Work",4,3208
2035,1,3,"PM","NM","Other",0,30
2035,1,3,"PM","NM","Other",1,61
2035,1,3,"PM","NM","Other",2,102
2035,1,3,"PM","NM","Other",3,36
2035,1,3,"PM","NM","Other",4,19
2035,1,3,"PM","NM","Work",0,9
2035,1,3,"PM","NM","Work",1,25
2035,1,3,"PM","NM","Work",2,16
2035,1,3,"PM","NM","Work",3,5
2035,1,3,"PM","NM","Work",4,3
2035,1,3,"PM","SR","Other",0,163
2035,1,3,"PM","SR","Other",1,1904
2035,1,3,"PM","SR","Other",2,3758
2035,1,3,"PM","SR","Other",3,1865
2035,1,3,"PM","SR","Other",4,1249
2035,1,3,"PM","SR","Work",0,226
2035,1,3,"PM","SR","Work",1,619
2035,1,3,"PM","SR","Work",2,2180
2035,1,3,"PM","SR","Work",3,1246
2035,1,3,"PM","SR","Work",4,811
2035,1,3,"PM","TRN","Other",0,95
2035,1,3,"PM","TRN","Other",1,133
2035,1,3,"PM","TRN","Other",2,148
2035,1,3,"PM","TRN","Other",3,60
2035,1,3,"PM","TRN","Other",4,50
2035,1,3,"PM","TRN","Work",0,436
2035,1,3,"PM","TRN","Work",1,433
2035,1,3,"PM","TRN","Work",2,603
2035,1,3,"PM","TRN","Work",3,215
2035,1,3,"PM","TRN","Work",4,143
2035,1,4,"AM","DA","Other",0,26
2035,1,4,"AM","DA","Other",1,372
2035,1,4,"AM","DA","Other",2,1089
2035,1,4,"AM","DA","Other",3,584
2035,1,4,"AM","DA","Other",4,296
2035,1,4,"AM","DA","Work",0,74
2035,1,4,"AM","DA","Work",1,1494
2035,1,4,"AM","DA","Work",2,4055
2035,1,4,"AM","DA","Work",3,1769
2035,1,4,"AM","DA","Work",4,780
2035,1,4,"AM","NM","Other",0,7
2035,1,4,"AM","NM","Other",1,14
2035,1,4,"AM","NM","Other",2,15
2035,1,4,"AM","NM","Other",3,13
2035,1,4,"AM","NM","Other",4,6
2035,1,4,"AM","NM","Work",0,6
2035,1,4,"AM","NM","Work",1,14
2035,1,4,"AM","NM","Work",2,23
2035,1,4,"AM","NM","Work",3,11
2035,1,4,"AM","NM","Work",4,3
2035,1,4,"AM","SR","Other",0,49
2035,1,4,"AM","SR","Other",1,629
2035,1,4,"AM","SR","Other",2,1607
2035,1,4,"AM","SR","Other",3,874
2035,1,4,"AM","SR","Other",4,511
2035,1,4,"AM","SR","Work",0,52
2035,1,4,"AM","SR","Work",1,146
2035,1,4,"AM","SR","Work",2,474
2035,1,4,"AM","SR","Work",3,277
2035,1,4,"AM","SR","Work",4,161
2035,1,4,"AM","TRN","Other",0,18
2035,1,4,"AM","TRN","Other",1,33
2035,1,4,"AM","TRN","Other",2,70
2035,1,4,"AM","TRN","Other",3,28
2035,1,4,"AM","TRN","Other",4,11
2035,1,4,"AM","TRN","Work",0,129
2035,1,4,"AM","TRN","Work",1,161
2035,1,4,"AM","TRN","Work",2,151
2035,1,4,"AM","TRN","Work",3,65
2035,1,4,"AM","TRN","Work",4,42
2035,1,4,"EA","DA","Other",0,1
2035,1,4,"EA","DA","Other",1,12
2035,1,4,"EA","DA","Other",2,40
2035,1,4,"EA","DA","Other",3,24
2035,1,4,"EA","DA","Other",4,9
2035,1,4,"EA","DA","Work",0,26
2035,1,4,"EA","DA","Work",1,382
2035,1,4,"EA","DA","Work",2,1003
2035,1,4,"EA","DA","Work",3,474
2035,1,4,"EA","DA","Work",4,210
2035,1,4,"EA","NM","Other",2,2
2035,1,4,"EA","NM","Work",1,5
2035,1,4,"EA","NM","Work",2,6
2035,1,4,"EA","NM","Work",3,2
2035,1,4,"EA","SR","Other",1,20
2035,1,4,"EA","SR","Other",2,41
2035,1,4,"EA","SR","Other",3,26
2035,1,4,"EA","SR","Other",4,16
2035,1,4,"EA","SR","Work",0,19
2035,1,4,"EA","SR","Work",1,43
2035,1,4,"EA","SR","Work",2,110
2035,1,4,"EA","SR","Work",3,57
2035,1,4,"EA","SR","Work",4,52
2035,1,4,"EA","TRN","Other",0,1
2035,1,4,"EA","TRN","Other",1,1
2035,1,4,"EA","TRN","Other",2,5
2035,1,4,"EA","TRN","Other",3,1
2035,1,4,"EA","TRN","Work",0,46
2035,1,4,"EA","TRN","Work",1,47
2035,1,4,"EA","TRN","Work",2,43
2035,1,4,"EA","TRN","Work",3,19
2035,1,4,"EA","TRN","Work",4,6
2035,1,4,"MD","DA","Other",0,80
2035,1,4,"MD","DA","Other",1,1688
2035,1,4,"MD","DA","Other",2,4856
2035,1,4,"MD","DA","Other",3,2169
2035,1,4,"MD","DA","Other",4,889
2035,1,4,"MD","DA","Work",0,57
2035,1,4,"MD","DA","Work",1,1731
2035,1,4,"MD","DA","Work",2,4487
2035,1,4,"MD","DA","Work",3,1955
2035,1,4,"MD","DA","Work",4,911
2035,1,4,"MD","NM","Other",0,40
2035,1,4,"MD","NM","Other",1,65
2035,1,4,"MD","NM","Other",2,100
2035,1,4,"MD","NM","Other",3,48
2035,1,4,"MD","NM","Other",4,23
2035,1,4,"MD","NM","Work",0,7
2035,1,4,"MD","NM","Work",1,28
2035,1,4,"MD","NM","Work",2,29
2035,1,4,"MD","NM","Work",3,18
2035,1,4,"MD","NM","Work",4,7
2035,1,4,"MD","SR","Other",0,139
2035,1,4,"MD","SR","Other",1,1593
2035,1,4,"MD","SR","Other",2,3511
2035,1,4,"MD","SR","Other",3,1900
2035,1,4,"MD","SR","Other",4,1217
2035,1,4,"MD","SR","Work",0,44
2035,1,4,"MD","SR","Work",1,185
2035,1,4,"MD","SR","Work",2,550
2035,1,4,"MD","SR","Work",3,285
2035,1,4,"MD","SR","Work",4,205
2035,1,4,"MD","TRN","Other",0,103
2035,1,4,"MD","TRN","Other",1,129
2035,1,4,"MD","TRN","Other",2,293
2035,1,4,"MD","TRN","Other",3,128
2035,1,4,"MD","TRN","Other",4,112
2035,1,4,"MD","TRN","Work",0,111
2035,1,4,"MD","TRN","Work",1,141
2035,1,4,"MD","TRN","Work",2,210
2035,1,4,"MD","TRN","Work",3,57
2035,1,4,"MD","TRN","Work",4,60
2035,1,4,"NT","DA","Other",0,14
2035,1,4,"NT","DA","Other",1,491
2035,1,4,"NT","DA","Other",2,1480
2035,1,4,"NT","DA","Other",3,648
2035,1,4,"NT","DA","Other",4,291
2035,1,4,"NT","DA","Work",0,14
2035,1,4,"NT","DA","Work",1,993
2035,1,4,"NT","DA","Work",2,3053
2035,1,4,"NT","DA","Work",3,1510
2035,1,4,"NT","DA","Work",4,671
2035,1,4,"NT","NM","Other",0,8
2035,1,4,"NT","NM","Other",1,20
2035,1,4,"NT","NM","Other",2,35
2035,1,4,"NT","NM","Other",3,14
2035,1,4,"NT","NM","Other",4,8
2035,1,4,"NT","NM","Work",0,5
2035,1,4,"NT","NM","Work",1,20
2035,1,4,"NT","NM","Work",2,35
2035,1,4,"NT","NM","Work",3,6
2035,1,4,"NT","NM","Work",4,16
2035,1,4,"NT","SR","Other",0,54
2035,1,4,"NT","SR","Other",1,595
2035,1,4,"NT","SR","Other",2,1313
2035,1,4,"NT","SR","Other",3,663
2035,1,4,"NT","SR","Other",4,477
2035,1,4,"NT","SR","Work",0,32
2035,1,4,"NT","SR","Work",1,89
2035,1,4,"NT","SR","Work",2,442
2035,1,4,"NT","SR","Work",3,238
2035,1,4,"NT","SR","Work",4,185
2035,1,4,"NT","TRN","Other",0,42
2035,1,4,"NT","TRN","Other",1,79
2035,1,4,"NT","TRN","Other",2,131
2035,1,4,"NT","TRN","Other",3,74
2035,1,4,"NT","TRN","Other",4,68
2035,1,4,"NT","TRN","Work",0,58
2035,1,4,"NT","TRN","Work",1,86
2035,1,4,"NT","TRN","Work",2,151
2035,1,4,"NT","TRN","Work",3,67
2035,1,4,"NT","TRN","Work",4,46
2035,1,4,"PM","DA","Other",0,32
2035,1,4,"PM","DA","Other",1,658
2035,1,4,"PM","DA","Other",2,2034
2035,1,4,"PM","DA","Other",3,943
2035,1,4,"PM","DA","Other",4,433
2035,1,4,"PM","DA","Work",0,59
2035,1,4,"PM","DA","Work",1,2990
2035,1,4,"PM","DA","Work",2,9268
2035,1,4,"PM","DA","Work",3,4259
2035,1,4,"PM","DA","Work",4,1805
2035,1,4,"PM","NM","Other",0,17
2035,1,4,"PM","NM","Other",1,26
2035,1,4,"PM","NM","Other",2,59
2035,1,4,"PM","NM","Other",3,19
2035,1,4,"PM","NM","Other",4,7
2035,1,4,"PM","NM","Work",0,15
2035,1,4,"PM","NM","Work",1,55
2035,1,4,"PM","NM","Work",2,90
2035,1,4,"PM","NM","Work",3,16
2035,1,4,"PM","NM","Work",4,18
2035,1,4,"PM","SR","Other",0,62
2035,1,4,"PM","SR","Other",1,914
2035,1,4,"PM","SR","Other",2,2096
2035,1,4,"PM","SR","Other",3,1108
2035,1,4,"PM","SR","Other",4,746
2035,1,4,"PM","SR","Work",0,97
2035,1,4,"PM","SR","Work",1,403
2035,1,4,"PM","SR","Work",2,1331
2035,1,4,"PM","SR","Work",3,771
2035,1,4,"PM","SR","Work",4,505
2035,1,4,"PM","TRN","Other",0,50
2035,1,4,"PM","TRN","Other",1,88
2035,1,4,"PM","TRN","Other",2,215
2035,1,4,"PM","TRN","Other",3,98
2035,1,4,"PM","TRN","Other",4,79
2035,1,4,"PM","TRN","Work",0,279
2035,1,4,"PM","TRN","Work",1,427
2035,1,4,"PM","TRN","Work",2,719
2035,1,4,"PM","TRN","Work",3,284
2035,1,4,"PM","TRN","Work",4,177
2035,1,5,"AM","DA","Other",0,33
2035,1,5,"AM","DA","Other",1,320
2035,1,5,"AM","DA","Other",2,1148
2035,1,5,"AM","DA","Other",3,609
2035,1,5,"AM","DA","Other",4,339
2035,1,5,"AM","DA","Work",0,32
2035,1,5,"AM","DA","Work",1,1006
2035,1,5,"AM","DA","Work",2,3049
2035,1,5,"AM","DA","Work",3,1617
2035,1,5,"AM","DA","Work",4,714
2035,1,5,"AM","NM","Other",1,1
2035,1,5,"AM","NM","Other",2,4
2035,1,5,"AM","NM","Work",2,1
2035,1,5,"AM","NM","Work",4,1
2035,1,5,"AM","SR","Other",0,33
2035,1,5,"AM","SR","Other",1,436
2035,1,5,"AM","SR","Other",2,1181
2035,1,5,"AM","SR","Other",3,705
2035,1,5,"AM","SR","Other",4,509
2035,1,5,"AM","SR","Work",0,19
2035,1,5,"AM","SR","Work",1,89
2035,1,5,"AM","SR","Work",2,336
2035,1,5,"AM","SR","Work",3,213
2035,1,5,"AM","SR","Work",4,136
2035,1,5,"AM","TRN","Other",0,6
2035,1,5,"AM","TRN","Other",1,14
2035,1,5,"AM","TRN","Other",2,23
2035,1,5,"AM","TRN","Other",3,23
2035,1,5,"AM","TRN","Other",4,14
2035,1,5,"AM","TRN","Work",0,48
2035,1,5,"AM","TRN","Work",1,73
2035,1,5,"AM","TRN","Work",2,87
2035,1,5,"AM","TRN","Work",3,51
2035,1,5,"AM","TRN","Work",4,27
2035,1,5,"EA","DA","Other",0,1
2035,1,5,"EA","DA","Other",1,12
2035,1,5,"EA","DA","Other",2,47
2035,1,5,"EA","DA","Other",3,23
2035,1,5,"EA","DA","Other",4,11
2035,1,5,"EA","DA","Work",0,9
2035,1,5,"EA","DA","Work",1,279
2035,1,5,"EA","DA","Work",2,789
2035,1,5,"EA","DA","Work",3,428
2035,1,5,"EA","DA","Work",4,163
2035,1,5,"EA","NM","Other",3,1
2035,1,5,"EA","NM","Work",1,1
2035,1,5,"EA","NM","Work",2,1
2035,1,5,"EA","NM","Work",3,1
2035,1,5,"EA","SR","Other",0,1
2035,1,5,"EA","SR","Other",1,10
2035,1,5,"EA","SR","Other",2,28
2035,1,5,"EA","SR","Other",3,22
2035,1,5,"EA","SR","Other",4,17
2035,1,5,"EA","SR","Work",0,5
2035,1,5,"EA","SR","Work",1,29
2035,1,5,"EA","SR","Work",2,71
2035,1,5,"EA","SR","Work",3,54
2035,1,5,"EA","SR","Work",4,29
2035,1,5,"EA","TRN","Other",1,1
2035,1,5,"EA","TRN","Other",2,2
2035,1,5,"EA","TRN","Other",3,1
2035,1,5,"EA","TRN","Work",0,19
2035,1,5,"EA","TRN","Work",1,33
2035,1,5,"EA","TRN","Work",2,29
2035,1,5,"EA","TRN","Work",3,16
2035,1,5,"EA","TRN","Work",4,9
2035,1,5,"MD","DA","Other",0,91
2035,1,5,"MD","DA","Other",1,1463
2035,1,5,"MD","DA","Other",2,4668
2035,1,5,"MD","DA","Other",3,2275
2035,1,5,"MD","DA","Other",4,1132
2035,1,5,"MD","DA","Work",0,67
2035,1,5,"MD","DA","Work",1,1291
2035,1,5,"MD","DA","Work",2,3864
2035,1,5,"MD","DA","Work",3,2150
2035,1,5,"MD","DA","Work",4,1041
2035,1,5,"MD","NM","Other",0,2
2035,1,5,"MD","NM","Other",1,7
2035,1,5,"MD","NM","Other",2,16
2035,1,5,"MD","NM","Other",3,10
2035,1,5,"MD","NM","Other",4,1
2035,1,5,"MD","NM","Work",0,2
2035,1,5,"MD","NM","Work",1,1
2035,1,5,"MD","NM","Work",2,1
2035,1,5,"MD","NM","Work",3,1
2035,1,5,"MD","SR","Other",0,96
2035,1,5,"MD","SR","Other",1,1266
2035,1,5,"MD","SR","Other",2,2969
2035,1,5,"MD","SR","Other",3,1720
2035,1,5,"MD","SR","Other",4,1288
2035,1,5,"MD","SR","Work",0,64
2035,1,5,"MD","SR","Work",1,144
2035,1,5,"MD","SR","Work",2,489
2035,1,5,"MD","SR","Work",3,358
2035,1,5,"MD","SR","Work",4,217
2035,1,5,"MD","TRN","Other",0,59
2035,1,5,"MD","TRN","Other",1,62
2035,1,5,"MD","TRN","Other",2,137
2035,1,5,"MD","TRN","Other",3,69
2035,1,5,"MD","TRN","Other",4,58
2035,1,5,"MD","TRN","Work",0,124
2035,1,5,"MD","TRN","Work",1,94
2035,1,5,"MD","TRN","Work",2,176
2035,1,5,"MD","TRN","Work",3,65
2035,1,5,"MD","TRN","Work",4,39
2035,1,5,"NT","DA","Other",0,14
2035,1,5,"NT","DA","Other",1,406
2035,1,5,"NT","DA","Other",2,1492
2035,1,5,"NT","DA","Other",3,744
2035,1,5,"NT","DA","Other",4,380
2035,1,5,"NT","DA","Work",0,42
2035,1,5,"NT","DA","Work",1,852
2035,1,5,"NT","DA","Work",2,2948
2035,1,5,"NT","DA","Work",3,1632
2035,1,5,"NT","DA","Work",4,963
2035,1,5,"NT","NM","Other",2,6
2035,1,5,"NT","NM","Other",3,2
2035,1,5,"NT","NM","Work",1,2
2035,1,5,"NT","NM","Work",2,1
2035,1,5,"NT","NM","Work",3,1
2035,1,5,"NT","SR","Other",0,34
2035,1,5,"NT","SR","Other",1,449
2035,1,5,"NT","SR","Other",2,1118
2035,1,5,"NT","SR","Other",3,623
2035,1,5,"NT","SR","Other",4,456
2035,1,5,"NT","SR","Work",0,63
2035,1,5,"NT","SR","Work",1,122
2035,1,5,"NT","SR","Work",2,424
2035,1,5,"NT","SR","Work",3,290
2035,1,5,"NT","SR","Work",4,210
2035,1,5,"NT","TRN","Other",0,40
2035,1,5,"NT","TRN","Other",1,30
2035,1,5,"NT","TRN","Other",2,76
2035,1,5,"NT","TRN","Other",3,35
2035,1,5,"NT","TRN","Other",4,39
2035,1,5,"NT","TRN","Work",0,108
2035,1,5,"NT","TRN","Work",1,95
2035,1,5,"NT","TRN","Work",2,126
2035,1,5,"NT","TRN","Work",3,77
2035,1,5,"NT","TRN","Work",4,56
2035,1,5,"PM","DA","Other",0,23
2035,1,5,"PM","DA","Other",1,575
2035,1,5,"PM","DA","Other",2,1987
2035,1,5,"PM","DA","Other",3,1002
2035,1,5,"PM","DA","Other",4,511
2035,1,5,"PM","DA","Work",0,127
2035,1,5,"PM","DA","Work",1,2647
2035,1,5,"PM","DA","Work",2,8741
2035,1,5,"PM","DA","Work",3,4950
2035,1,5,"PM","DA","Work",4,2523
2035,1,5,"PM","NM","Other",0,2
2035,1,5,"PM","NM","Other",1,1
2035,1,5,"PM","NM","Other",2,6
2035,1,5,"PM","NM","Other",3,2
2035,1,5,"PM","NM","Work",1,2
2035,1,5,"PM","NM","Work",2,2
2035,1,5,"PM","NM","Work",4,1
2035,1,5,"PM","SR","Other",0,32
2035,1,5,"PM","SR","Other",1,672
2035,1,5,"PM","SR","Other",2,1596
2035,1,5,"PM","SR","Other",3,957
2035,1,5,"PM","SR","Other",4,694
2035,1,5,"PM","SR","Work",0,188
2035,1,5,"PM","SR","Work",1,414
2035,1,5,"PM","SR","Work",2,1353
2035,1,5,"PM","SR","Work",3,957
2035,1,5,"PM","SR","Work",4,682
2035,1,5,"PM","TRN","Other",0,49
2035,1,5,"PM","TRN","Other",1,54
2035,1,5,"PM","TRN","Other",2,95
2035,1,5,"PM","TRN","Other",3,56
2035,1,5,"PM","TRN","Other",4,36
2035,1,5,"PM","TRN","Work",0,415
2035,1,5,"PM","TRN","Work",1,323
2035,1,5,"PM","TRN","Work",2,566
2035,1,5,"PM","TRN","Work",3,252
2035,1,5,"PM","TRN","Work",4,178
2035,1,6,"AM","DA","Other",1,11
2035,1,6,"AM","DA","Other",2,19
2035,1,6,"AM","DA","Other",3,21
